STATE,NAME,2000 POVERTY,1990 POVERTY,1980 POVERTY,1970 POVERTY,1960 POVERTY
IN,POSEY COUNTY,7.4,7.6,8.50,13.30,27.85
IN,PULASKI COUNTY,8.3,10.8,11.35,12.20,27.11
IN,PUTNAM COUNTY,8.0,8.3,8.74,11.80,19.36
IN,RANDOLPH COUNTY,11.1,11.4,10.81,10.20,20.50
IN,RIPLEY COUNTY,7.5,10.5,10.66,14.90,26.22
IN,RUSH COUNTY,7.3,11.2,11.16,13.30,24.53
IN,SCOTT COUNTY,13.1,19.0,12.98,13.70,31.39
IN,SHELBY COUNTY,7.6,7.2,7.92,8.70,17.41
IN,SPENCER COUNTY,6.9,9.9,10.85,17.20,31.76
IN,ST. JOSEPH COUNTY,10.4,9.7,9.24,8.50,11.33
IN,STARKE COUNTY,11.1,13.4,12.47,14.60,27.17
IN,STEUBEN COUNTY,6.7,5.6,9.24,11.60,22.67
IN,SULLIVAN COUNTY,10.9,12.5,10.28,15.90,26.90
IN,SWITZERLAND COUNTY,13.9,15.2,13.91,16.50,28.72
IN,TIPPECANOE COUNTY,15.4,14.4,11.08,9.70,13.49
IN,TIPTON COUNTY,5.1,6.4,6.29,9.30,18.65
IN,UNION COUNTY,9.7,9.5,10.95,12.80,26.99
IN,VANDERBURGH COUNTY,11.2,12.5,10.26,11.00,21.59
IN,VERMILLION COUNTY,9.5,11.7,10.68,14.00,23.32
IN,VIGO COUNTY,14.1,14.7,10.69,12.80,21.47
IN,WABASH COUNTY,6.9,9.2,7.90,7.50,16.80
IN,WARREN COUNTY,6.5,9.2,10.06,13.80,25.13
IN,WARRICK COUNTY,5.3,6.6,6.94,9.60,27.24
IN,WASHINGTON COUNTY,10.6,14.3,14.58,15.30,30.43
IN,WAYNE COUNTY,11.4,14.9,11.21,10.60,18.08
IN,WELLS COUNTY,5.9,5.6,5.30,6.80,16.47
IN,WHITE COUNTY,7.0,7.7,7.26,9.20,19.55
IN,WHITLEY COUNTY,4.9,5.2,5.62,10.00,16.20
IA,IOWA STATE,9.1,11.5,10.15,11.60,21.55
IA,ADAIR COUNTY,7.6,13.4,16.93,13.70,34.25
IA,ADAMS COUNTY,9.3,16.8,14.44,18.70,32.77
IA,ALLAMAKEE COUNTY,9.6,13.2,14.53,21.20,40.50
IA,APPANOOSE COUNTY,14.5,20.4,17.32,20.80,36.37
IA,AUDUBON COUNTY,7.7,12.1,13.02,16.80,34.00
IA,BENTON COUNTY,6.1,11.4,11.46,10.50,24.25
IA,BLACK HAWK COUNTY,13.1,15.3,9.25,10.10,11.06
IA,BOONE COUNTY,7.6,8.8,9.15,10.30,20.47
IA,BREMER COUNTY,5.1,9.2,7.63,11.20,22.73
IA,BUCHANAN COUNTY,9.4,16.7,11.76,16.30,27.19
IA,BUENA VISTA COUNTY,10.5,8.7,8.38,11.10,25.63
IA,BUTLER COUNTY,8.0,10.7,9.66,12.80,26.52
IA,CALHOUN COUNTY,10.1,11.9,10.36,13.30,25.02
IA,CARROLL COUNTY,6.5,10.6,8.81,13.10,26.39
IA,CASS COUNTY,11.1,11.5,11.66,12.40,27.56
IA,CEDAR COUNTY,5.5,10.2,10.63,9.90,27.17
IA,CERRO GORDO COUNTY,8.5,8.9,8.66,10.90,16.28
IA,CHEROKEE COUNTY,7.3,11.2,10.75,10.30,31.28
IA,CHICKASAW COUNTY,8.3,10.7,11.37,15.50,31.05
IA,CLARKE COUNTY,8.5,13.7,16.38,16.90,32.93
IA,CLAY COUNTY,8.2,10.0,9.69,11.30,25.44
IA,CLAYTON COUNTY,8.6,14.4,13.88,17.50,35.30
IA,CLINTON COUNTY,10.2,10.8,7.66,8.90,16.63
IA,CRAWFORD COUNTY,11.1,15.9,12.30,13.60,31.03
IA,DALLAS COUNTY,5.6,7.6,7.17,10.00,19.34
IA,DAVIS COUNTY,11.9,17.8,22.03,17.30,30.09
IA,DECATUR COUNTY,15.5,21.0,19.47,23.10,38.68
IA,DELAWARE COUNTY,7.9,12.8,13.36,19.80,36.91
IA,DES MOINES COUNTY,10.7,11.3,8.37,8.90,13.49
IA,DICKINSON COUNTY,6.0,9.2,8.55,13.40,30.87
IA,DUBUQUE COUNTY,7.8,10.3,8.28,10.70,16.79
IA,EMMET COUNTY,8.2,13.0,12.67,14.50,24.65
IA,FAYETTE COUNTY,10.8,14.2,10.85,14.90,28.37
IA,FLOYD COUNTY,9.3,13.3,9.16,12.20,22.51
IA,FRANKLIN COUNTY,8.0,11.3,12.13,13.00,24.22
IA,FREMONT COUNTY,9.5,12.2,16.64,15.50,30.55
IA,GREENE COUNTY,8.1,12.2,13.11,14.10,27.75
IA,GRUNDY COUNTY,4.6,8.3,6.32,7.70,24.00
IA,GUTHRIE COUNTY,8.0,11.2,14.86,13.60,35.54
IA,HAMILTON COUNTY,6.3,8.2,9.43,11.10,21.74
IA,HANCOCK COUNTY,6.0,8.9,8.23,11.70,31.34
IA,HARDIN COUNTY,8.0,10.8,10.52,11.90,22.05
IA,HARRISON COUNTY,7.1,13.8,15.62,14.60,29.40
IA,HENRY COUNTY,8.8,10.1,8.17,9.80,22.29
IA,HOWARD COUNTY,9.3,13.8,14.85,19.20,39.53
IA,HUMBOLDT COUNTY,8.3,8.8,8.43,12.50,22.07
IA,IDA COUNTY,8.8,11.6,14.25,10.80,28.79
IA,IOWA COUNTY,5.0,8.2,8.00,13.70,26.24
IA,JACKSON COUNTY,10.3,14.3,12.77,16.20,29.45
IA,JASPER COUNTY,6.5,7.0,8.07,9.80,17.34
IA,JEFFERSON COUNTY,10.9,13.9,12.32,12.30,22.45
IA,JOHNSON COUNTY,15.0,17.1,14.92,13.10,20.02
IA,JONES COUNTY,8.6,11.5,10.56,12.80,29.26
IA,KEOKUK COUNTY,10.1,13.1,12.73,18.00,29.23
IA,KOSSUTH COUNTY,10.2,11.0,11.97,13.90,30.56
IA,LEE COUNTY,9.7,12.9,8.90,10.60,20.11
IA,LINN COUNTY,6.5,8.6,6.81,7.90,12.06
IA,LOUISA COUNTY,9.3,11.7,11.32,10.50,24.17
IA,LUCAS COUNTY,13.7,13.1,15.90,18.70,30.31
IA,LYON COUNTY,7.0,13.30,13.70,,
IA,MADISON COUNTY,6.7,11.1,12.53,14.90,28.44
IA,MAHASKA COUNTY,9.8,13.0,12.47,17.70,26.43
IA,MARION COUNTY,7.6,10.0,9.56,13.60,23.14
IA,MARSHALL COUNTY,10.2,8.7,7.97,8.90,16.49
IA,MILLS COUNTY,8.3,10.2,9.24,9.70,28.48
IA,MITCHELL COUNTY,10.7,10.3,12.77,14.20,30.32
IA,MONONA COUNTY,9.4,14.8,15.30,14.70,33.75
IA,MONROE COUNTY,9.0,15.6,13.71,19.90,29.35
IA,MONTGOMERY COUNTY,9.1,10.1,9.42,13.00,26.93
IA,MUSCATINE COUNTY,8.9,10.1,9.09,9.20,18.89
IA,O'BRIEN COUNTY,7.3,12.1,10.41,12.00,25.49
IA,OSCEOLA COUNTY,7.0,9.8,11.01,15.90,32.50
IA,PAGE COUNTY,12.5,13.8,11.13,14.60,29.05
IA,PALO ALTO COUNTY,10.6,15.3,12.07,16.10,37.33
IA,PLYMOUTH COUNTY,6.0,9.0,11.85,13.70,30.44
IA,POCAHONTAS COUNTY,9.1,10.4,12.45,12.20,28.17
IA,POLK COUNTY,7.9,9.2,8.39,8.80,12.34
IA,POTTAWATTAMIE COUNTY,8.4,10.5,9.65,10.50,16.86
IA,POWESHIEK COUNTY,9.8,10.4,11.60,12.40,26.40
IA,RINGGOLD COUNTY,14.3,17.2,24.74,19.40,44.08
IA,SAC COUNTY,9.9,11.8,10.71,11.50,26.22
IA,SCOTT COUNTY,10.5,12.1,7.85,8.90,12.63
IA,SHELBY COUNTY,6.0,9.4,12.59,13.00,34.80
IA,SIOUX COUNTY,6.4,8.1,10.36,14.90,31.22
IA,STORY COUNTY,14.1,16.5,12.20,11.50,16.58
IA,TAMA COUNTY,10.5,10.6,11.19,12.30,26.67
IA,TAYLOR COUNTY,12.1,18.3,17.85,21.90,41.04
IA,UNION COUNTY,11.4,15.5,13.44,16.30,31.38
IA,VAN BUREN COUNTY,12.7,16.8,19.64,21.50,35.03
IA,WAPELLO COUNTY,13.2,15.3,10.18,13.20,19.46
IA,WARREN COUNTY,5.1,6.3,6.59,7.90,18.51
IA,WASHINGTON COUNTY,7.6,9.5,13.04,9.20,25.67
IA,WAYNE COUNTY,14.0,19.1,18.82,22.00,38.67
IA,WEBSTER COUNTY,10.0,11.8,9.37,10.80,17.35
IA,WINNEBAGO COUNTY,8.4,11.7,7.25,8.20,24.59
IA,WINNESHIEK COUNTY,8.0,13.2,13.51,14.10,33.29
IA,WOODBURY COUNTY,10.3,13.4,11.39,12.10,17.95
IA,WORTH COUNTY,8.3,9.9,8.53,11.30,24.80
IA,WRIGHT COUNTY,7.0,9.7,10.29,11.70,19.28
KS,KANSAS STATE,9.9,11.5,10.15,12.70,19.69
KS,ALLEN COUNTY,14.9,15.5,12.18,17.80,31.12
KS,ANDERSON COUNTY,12.8,13.0,13.27,19.50,29.06
KS,ATCHISON COUNTY,13.3,15.8,12.21,18.20,23.92
KS,BARBER COUNTY,10.1,10.9,11.67,9.20,20.75
KS,BARTON COUNTY,12.9,11.8,8.40,9.80,15.33
KS,BOURBON COUNTY,13.5,19.7,13.55,20.20,32.56
KS,BROWN COUNTY,12.9,16.6,14.51,21.90,33.76
KS,BUTLER COUNTY,7.3,8.1,6.90,11.40,16.42
KS,CHASE COUNTY,8.6,18.2,14.48,18.20,28.72
KS,CHAUTAUQUA COUNTY,12.2,20.7,15.16,27.10,37.22
KS,CHEROKEE COUNTY,14.3,20.2,15.00,23.50,30.30
KS,CHEYENNE COUNTY,9.4,15.2,14.15,15.00,24.67
KS,CLARK COUNTY,12.7,5.6,8.78,6.10,26.70
KS,CLAY COUNTY,10.1,12.6,12.59,16.80,24.54
KS,CLOUD COUNTY,10.8,15.6,14.29,14.10,26.37
KS,COFFEY COUNTY,6.6,8.9,12.31,19.80,37.39
KS,COMANCHE COUNTY,10.2,17.2,8.88,13.00,29.54
KS,COWLEY COUNTY,12.9,10.6,9.33,12.50,21.51
KS,CRAWFORD COUNTY,16.0,18.8,14.78,21.40,28.16
KS,DECATUR COUNTY,11.6,14.5,12.21,19.20,24.95
KS,DICKINSON COUNTY,7.5,11.3,12.57,12.70,21.84
KS,DONIPHAN COUNTY,11.9,15.9,14.19,19.00,28.75
KS,DOUGLAS COUNTY,15.9,20.6,16.53,15.80,18.49
KS,EDWARDS COUNTY,10.4,12.7,11.82,7.70,28.58
KS,ELK COUNTY,13.8,17.5,16.12,17.20,37.19
KS,ELLIS COUNTY,12.9,14.9,10.58,15.30,22.75
KS,ELLSWORTH COUNTY,7.2,12.2,12.33,18.20,21.52
KS,FINNEY COUNTY,14.2,10.6,9.24,12.00,21.72
KS,FORD COUNTY,12.4,11.9,9.51,10.00,17.90
KS,FRANKLIN COUNTY,7.7,11.8,9.97,15.90,27.09
KS,GEARY COUNTY,12.1,16.0,17.02,14.00,26.57
KS,GOVE COUNTY,10.3,11.1,17.08,19.70,23.66
KS,GRAHAM COUNTY,11.5,15.3,15.40,13.00,23.85
KS,GRANT COUNTY,10.1,15.4,9.26,12.80,9.60
KS,GRAY COUNTY,9.1,10.1,9.40,10.80,29.11
KS,GREELEY COUNTY,11.6,9.2,10.98,18.80,14.85
KS,GREENWOOD COUNTY,12.5,14.6,12.42,19.00,24.95
KS,HAMILTON COUNTY,15.7,11.3,11.07,13.90,18.38
KS,HARPER COUNTY,11.6,12.0,13.16,13.10,17.06
KS,HARVEY COUNTY,6.4,8.5,8.97,9.50,16.36
KS,HASKELL COUNTY,11.6,7.6,11.73,12.30,12.84
KS,HODGEMAN COUNTY,11.5,9.9,14.63,24.00,21.22
KS,JACKSON COUNTY,8.8,12.0,9.91,14.70,30.77
KS,JEFFERSON COUNTY,6.7,8.6,8.21,12.00,25.75
KS,JEWELL COUNTY,11.6,14.8,18.71,14.70,33.24
KS,JOHNSON COUNTY,3.4,3.6,3.63,3.70,6.70
KS,KEARNY COUNTY,11.7,10.3,11.99,14.00,16.23
KS,KINGMAN COUNTY,10.6,11.6,10.32,17.50,21.61
KS,KIOWA COUNTY,10.8,13.9,12.01,9.80,16.04
KS,LABETTE COUNTY,12.7,14.6,12.18,17.70,31.76
KS,LANE COUNTY,8.2,11.5,8.77,13.80,22.12
KS,LEAVENWORTH COUNTY,6.7,7.8,9.78,12.20,20.05
KS,LINCOLN COUNTY,9.7,15.8,12.97,15.40,25.73
KS,LINN COUNTY,11.0,15.1,15.60,17.90,30.87
KS,LOGAN COUNTY,7.3,11.6,11.36,12.80,18.32
KS,LYON COUNTY,14.5,14.1,10.68,19.50,25.82
KS,MARION COUNTY,8.3,11.1,11.91,14.40,20.53
KS,MARSHALL COUNTY,9.2,13.5,14.25,16.60,31.61
KS,MCPHERSON COUNTY,6.6,7.1,7.66,10.40,18.39
KS,MEADE COUNTY,9.3,11.6,11.05,18.10,23.69
KS,MIAMI COUNTY,5.5,8.1,7.56,13.50,23.50
KS,MITCHELL COUNTY,9.5,11.2,11.57,18.40,25.88
KS,MONTGOMERY COUNTY,12.6,15.7,11.18,18.30,26.58
KS,MORRIS COUNTY,9.0,13.6,15.10,17.50,31.65
KS,MORTON COUNTY,10.5,16.2,11.61,11.40,12.79
KS,NEMAHA COUNTY,9.1,14.7,16.52,22.70,37.51
KS,NEOSHO COUNTY,13.0,13.7,9.22,15.60,28.56
KS,NESS COUNTY,8.7,10.9,9.81,21.90,28.32
KS,NORTON COUNTY,10.5,13.7,16.29,13.10,26.56
KS,OSAGE COUNTY,8.4,10.9,9.79,15.00,29.34
KS,OSBORNE COUNTY,10.4,13.9,14.71,15.70,29.11
KS,OTTAWA COUNTY,8.6,9.2,12.45,12.10,24.44
KS,PAWNEE COUNTY,11.8,10.6,9.45,12.50,19.03
KS,PHILLIPS COUNTY,10.0,13.2,11.05,19.50,24.79
KS,POTTAWATOMIE COUNTY,9.7,10.0,10.95,14.80,27.88
KS,PRATT COUNTY,9.4,9.8,9.79,8.50,18.07
KS,RAWLINS COUNTY,12.5,12.8,13.91,20.10,21.49
KS,RENO COUNTY,10.9,10.8,9.33,11.00,17.56
KS,REPUBLIC COUNTY,9.1,12.4,14.36,17.60,32.48
KS,RICE COUNTY,10.7,16.2,9.34,11.70,17.02
KS,RILEY COUNTY,20.6,21.2,16.51,16.80,22.92
KS,ROOKS COUNTY,9.8,15.2,9.52,14.00,20.42
KS,RUSH COUNTY,9.7,12.0,12.01,15.80,22.76
KS,RUSSELL COUNTY,12.0,13.5,10.65,13.50,18.27
KS,SALINE COUNTY,8.8,12.0,8.23,16.70,15.38
KS,SCOTT COUNTY,5.1,9.1,10.66,11.60,19.45
KS,SEDGWICK COUNTY,9.5,10.9,9.09,10.40,13.86
KS,SEWARD COUNTY,16.9,14.8,9.74,10.20,12.50
KS,SHAWNEE COUNTY,9.6,10.0,7.81,9.40,15.62
KS,SHERIDAN COUNTY,15.7,16.4,16.38,26.90,32.69
KS,SHERMAN COUNTY,12.9,16.3,10.40,16.50,19.22
KS,SMITH COUNTY,10.7,15.4,17.13,15.80,31.52
KS,STAFFORD COUNTY,11.8,13.6,11.93,10.50,23.00
KS,STANTON COUNTY,14.9,14.8,15.24,20.40,17.95
KS,STEVENS COUNTY,10.3,11.8,7.15,11.70,14.29
KS,SUMNER COUNTY,9.5,7.8,7.50,11.60,18.28
KS,THOMAS COUNTY,9.7,14.3,10.74,13.30,17.96
KS,TREGO COUNTY,12.3,12.1,10.56,17.20,23.37
KS,WABAUNSEE COUNTY,7.3,9.2,9.02,16.70,31.89
KS,WALLACE COUNTY,16.1,20.0,17.69,10.30,23.17
KS,WASHINGTON COUNTY,10.1,14.9,17.93,22.40,37.38
KS,WICHITA COUNTY,14.8,10.3,16.74,18.70,28.43
KS,WILSON COUNTY,11.3,15.4,14.42,20.70,28.28
KS,WOODSON COUNTY,13.2,12.0,12.60,23.70,32.41
KS,WYANDOTTE COUNTY,16.5,17.1,13.90,13.40,16.67
KY,KENTUCKY STATE,15.8,19.0,17.60,22.90,38.34
KY,ADAIR COUNTY,24.0,25.1,28.51,43.20,59.46
KY,ALLEN COUNTY,17.3,24.6,20.70,34.30,53.51
KY,ANDERSON COUNTY,7.5,9.3,9.33,15.20,33.73
KY,BALLARD COUNTY,13.6,18.5,14.82,20.50,38.97
KY,BARREN COUNTY,15.6,21.5,17.71,28.30,47.24
KY,BATH COUNTY,21.9,27.3,28.26,37.70,57.90
KY,BELL COUNTY,31.1,36.2,30.51,45.30,64.88
KY,BOONE COUNTY,5.6,7.4,6.78,8.90,14.63
KY,BOURBON COUNTY,14.0,17.5,19.58,19.70,38.92
KY,BOYD COUNTY,15.5,16.5,13.53,14.60,27.81
KY,BOYLE COUNTY,11.9,17.1,16.32,18.40,37.29
KY,BRACKEN COUNTY,10.8,21.4,17.92,28.90,37.75
KY,BREATHITT COUNTY,33.2,39.5,36.04,57.40,74.85
KY,BRECKINRIDGE COUNTY,15.8,23.2,22.91,24.80,49.98
KY,BULLITT COUNTY,7.9,10.4,9.94,13.70,29.16
KY,BUTLER COUNTY,16.0,23.8,20.79,30.80,57.95
KY,CALDWELL COUNTY,15.9,19.9,12.23,26.30,42.31
KY,CALLOWAY COUNTY,16.6,17.7,15.35,20.40,35.19
KY,CAMPBELL COUNTY,9.3,11.0,9.78,10.20,15.48
KY,CARLISLE COUNTY,13.1,17.7,15.70,24.60,38.16
KY,CARROLL COUNTY,14.9,22.0,17.80,20.80,39.51
KY,CARTER COUNTY,22.3,26.8,25.86,33.50,54.18
KY,CASEY COUNTY,25.5,29.4,35.91,36.20,64.57
KY,CHRISTIAN COUNTY,15.0,18.1,20.22,26.70,38.99
KY,CLARK COUNTY,10.6,17.7,16.16,17.90,34.59
KY,CLAY COUNTY,39.7,40.2,42.38,64.90,75.94
KY,CLINTON COUNTY,25.8,38.1,39.43,46.60,67.35
KY,CRITTENDEN COUNTY,19.1,18.7,17.29,27.40,49.52
KY,CUMBERLAND COUNTY,23.8,31.6,30.56,46.30,63.43
KY,DAVIESS COUNTY,12.3,15.4,12.45,14.30,28.27
KY,EDMONSON COUNTY,18.4,27.0,22.57,30.40,61.05
KY,ELLIOTT COUNTY,25.9,38.0,32.29,43.90,60.45
KY,ESTILL COUNTY,26.4,29.0,28.05,39.10,56.41
KY,FAYETTE COUNTY,12.9,14.1,13.46,14.20,23.97
KY,FLEMING COUNTY,18.6,25.4,23.87,33.20,50.33
KY,FLOYD COUNTY,30.3,31.2,22.32,40.60,60.55
KY,FRANKLIN COUNTY,10.7,10.9,10.57,11.20,21.65
KY,FULTON COUNTY,23.1,30.3,27.15,34.20,45.90
KY,GALLATIN COUNTY,13.4,14.3,17.74,24.90,36.28
KY,GARRARD COUNTY,14.7,18.1,21.72,25.30,42.19
KY,GRANT COUNTY,11.1,15.1,13.07,18.70,31.04
KY,GRAVES COUNTY,16.4,16.9,13.86,20.80,34.10
KY,GRAYSON COUNTY,18.1,23.8,23.10,31.00,54.06
KY,GREEN COUNTY,18.4,21.6,24.28,24.50,43.03
KY,GREENUP COUNTY,14.1,17.6,13.12,18.70,37.15
KY,HANCOCK COUNTY,13.6,16.8,14.58,16.20,47.78
KY,HARDIN COUNTY,10.0,13.5,15.05,16.20,32.94
KY,HARLAN COUNTY,32.5,33.1,25.81,42.20,54.82
KY,HARRISON COUNTY,12.0,16.9,19.31,21.70,33.54
KY,HART COUNTY,22.4,27.1,28.19,33.60,52.90
KY,HENDERSON COUNTY,12.3,14.6,10.98,16.70,33.56
KY,HENRY COUNTY,13.7,19.7,20.02,19.60,39.38
KY,HICKMAN COUNTY,17.4,20.1,18.05,26.00,44.43
KY,HOPKINS COUNTY,16.5,17.2,14.54,21.50,37.25
KY,JACKSON COUNTY,30.2,38.2,39.18,55.70,72.32
KY,JEFFERSON COUNTY,12.4,13.7,12.21,11.70,19.40
KY,JESSAMINE COUNTY,10.5,13.2,14.67,19.60,37.89
KY,JOHNSON COUNTY,26.6,28.7,22.86,43.20,60.02
KY,KENTON COUNTY,9.0,9.9,10.13,10.70,15.95
KY,KNOTT COUNTY,31.1,40.4,30.91,62.60,76.53
KY,KNOX COUNTY,34.8,38.9,37.10,54.30,72.89
KY,LARUE COUNTY,15.4,19.9,22.48,25.90,40.13
KY,LAUREL COUNTY,21.3,24.8,21.13,38.90,59.35
KY,LAWRENCE COUNTY,30.7,36.0,29.89,45.00,66.38
KY,LEE COUNTY,30.4,37.4,33.43,55.20,69.75
KY,LESLIE COUNTY,32.7,35.6,34.12,60.90,81.10
KY,LETCHER COUNTY,27.1,31.8,27.42,44.20,62.19
KY,LEWIS COUNTY,28.5,30.7,31.16,31.10,51.96
KY,LINCOLN COUNTY,21.1,27.2,27.86,34.30,51.02
KY,LIVINGSTON COUNTY,10.3,15.5,14.73,22.80,45.35
KY,LOGAN COUNTY,15.5,16.1,16.22,27.70,45.64
KY,LYON COUNTY,12.7,14.3,13.52,22.70,37.01
KY,MADISON COUNTY,16.8,21.2,21.12,24.30,45.36
KY,MAGOFFIN COUNTY,36.6,42.5,35.00,53.10,76.66
KY,MARION COUNTY,18.6,25.6,23.05,29.90,46.48
KY,MARSHALL COUNTY,9.5,14.1,9.84,17.20,29.61
KY,MARTIN COUNTY,37.0,35.4,26.97,55.90,70.12
KY,MASON COUNTY,16.8,20.3,19.75,20.30,36.66
KY,MCCRACKEN COUNTY,15.1,15.8,12.89,17.70,27.45
KY,MCCREARY COUNTY,32.2,45.5,39.48,58.10,78.94
KY,MCLEAN COUNTY,16.0,19.2,15.20,22.20,42.69
KY,MEADE COUNTY,11.3,12.8,13.62,14.60,29.52
KY,MENIFEE COUNTY,29.6,35.0,28.86,31.10,63.74
KY,MERCER COUNTY,12.9,16.7,16.66,21.20,36.91
KY,METCALFE COUNTY,23.6,27.9,30.78,42.40,58.17
KY,MONROE COUNTY,23.4,26.9,29.11,44.10,63.26
KY,MONTGOMERY COUNTY,15.2,21.0,21.74,23.80,44.03
KY,MORGAN COUNTY,27.2,38.8,36.73,50.00,64.29
KY,MUHLENBERG COUNTY,19.7,20.7,15.03,25.80,44.53
KY,NELSON COUNTY,12.2,15.1,16.77,24.20,39.13
KY,NICHOLAS COUNTY,13.2,22.6,21.03,26.30,46.45
KY,OHIO COUNTY,17.3,23.6,17.07,27.40,50.34
KY,OLDHAM COUNTY,4.1,6.3,6.46,16.00,27.52
KY,OWEN COUNTY,15.5,19.5,23.19,27.20,39.46
KY,OWSLEY COUNTY,45.4,52.1,48.32,66.00,74.85
KY,PENDLETON COUNTY,11.4,18.9,17.27,16.70,32.45
KY,PERRY COUNTY,29.1,32.1,24.30,44.60,61.66
KY,PIKE COUNTY,23.4,25.4,19.36,35.70,59.96
KY,POWELL COUNTY,23.5,26.2,25.63,31.90,58.80
KY,PULASKI COUNTY,19.1,22.7,22.32,33.70,58.65
KY,ROBERTSON COUNTY,22.2,24.8,24.50,30.40,54.48
KY,ROCKCASTLE COUNTY,23.1,30.7,33.14,42.00,67.84
KY,ROWAN COUNTY,21.3,28.9,21.76,31.00,51.68
KY,RUSSELL COUNTY,24.3,25.6,32.39,39.20,64.56
KY,SCOTT COUNTY,8.8,14.5,14.09,20.50,33.80
KY,SHELBY COUNTY,9.9,14.2,14.76,20.90,32.51
KY,SIMPSON COUNTY,11.6,15.5,16.53,23.30,46.60
KY,SPENCER COUNTY,8.8,19.2,18.23,24.70,37.65
KY,TAYLOR COUNTY,17.5,19.5,18.81,24.00,36.68
KY,TODD COUNTY,17.2,18.8,19.79,31.30,54.34
KY,TRIGG COUNTY,12.3,18.0,17.32,28.20,56.33
KY,TRIMBLE COUNTY,13.6,16.3,13.23,25.70,34.27
KY,UNION COUNTY,17.7,22.1,22.17,27.80,39.14
KY,WARREN COUNTY,15.4,17.5,15.30,22.50,39.86
KY,WASHINGTON COUNTY,13.5,18.8,23.16,27.90,43.73
KY,WAYNE COUNTY,29.4,37.3,35.07,55.30,72.00
KY,WEBSTER COUNTY,15.4,16.5,17.86,26.20,42.65
KY,WHITLEY COUNTY,26.4,33.0,26.58,45.60,64.16
KY,WOLFE COUNTY,35.9,44.3,34.89,60.90,76.78
KY,WOODFORD COUNTY,7.3,7.9,11.57,14.50,30.31
LA,LOUISIANA STATE,19.6,23.6,18.63,26.30,39.53
LA,ACADIA PARISH,24.5,30.5,22.15,35.40,52.29
LA,ALLEN PARISH,19.9,29.9,21.42,34.60,48.14
LA,ASCENSION PARISH,12.9,17.7,15.59,26.20,43.50
LA,ASSUMPTION PARISH,21.8,28.2,22.03,36.40,62.70
LA,AVOYELLES PARISH,25.9,37.1,30.41,44.00,59.78
LA,BEAUREGARD PARISH,15.6,18.3,17.22,25.20,48.85
LA,BIENVILLE PARISH,26.1,31.2,25.39,38.30,58.93
LA,BOSSIER PARISH,13.7,16.2,12.64,19.90,33.30
LA,CADDO PARISH,21.1,24.0,16.84,24.60,35.49
LA,CALCASIEU PARISH,15.4,18.5,12.36,20.10,27.50
LA,CALDWELL PARISH,21.2,28.8,23.03,40.70,60.78
LA,CAMERON PARISH,12.3,16.2,13.73,19.50,33.88
LA,CATAHOULA PARISH,28.1,36.8,30.27,43.50,65.69
LA,CLAIBORNE PARISH,26.5,32.0,26.78,38.80,52.84
LA,CONCORDIA PARISH,29.1,30.6,27.90,39.10,51.45
LA,DE SOTO PARISH,25.1,29.8,23.82,43.80,60.63
LA,EAST BATON ROUGE PARISH,17.9,19.7,14.93,17.80,26.40
LA,EAST CARROLL PARISH,40.5,56.8,41.83,59.90,70.68
LA,EAST FELICIANA PARISH,23.0,25.0,22.58,40.10,61.78
LA,EVANGELINE PARISH,32.2,35.1,28.93,43.60,62.77
LA,FRANKLIN PARISH,28.4,34.5,30.05,49.60,64.04
LA,GRANT PARISH,21.5,25.5,21.94,35.80,57.87
LA,IBERIA PARISH,23.6,25.8,15.41,26.90,37.27
LA,IBERVILLE PARISH,23.1,28.0,23.21,35.80,54.04
LA,JACKSON PARISH,19.8,23.9,21.29,28.80,45.47
LA,JEFFERSON DAVIS COUNTY,,,18.92,32.70,44.16
LA,JEFFERSON PARISH,13.7,14.1,,,
LA,LA SALLE PARISH,18.7,21.2,20.04,29.70,45.49
LA,LAFAYETTE PARISH,15.7,20.2,12.92,23.20,36.16
LA,LAFOURCHE PARISH,16.5,22.9,13.59,17.80,35.73
LA,LINCOLN PARISH,26.5,26.6,21.57,32.00,46.10
LA,LIVINGSTON PARISH,11.4,14.6,13.38,22.40,41.84
LA,MADISON PARISH,36.7,44.6,42.72,54.50,65.61
LA,MOREHOUSE PARISH,26.8,31.0,31.95,40.80,52.83
LA,NATCHITOCHES PARISH,26.5,33.9,26.23,45.10,61.40
LA,ORLEANS PARISH,27.9,31.6,26.41,26.80,31.29
LA,OUACHITA PARISH,20.7,24.7,20.57,26.30,38.47
LA,PLAQUEMINES PARISH,18.0,22.6,15.38,17.00,33.34
LA,POINTE COUPEE PARISH,23.1,30.3,26.96,42.70,63.28
LA,RAPIDES PARISH,20.5,22.6,18.74,26.70,42.87
LA,RED RIVER PARISH,29.9,35.1,28.25,47.10,63.94
LA,RICHLAND PARISH,27.9,33.2,35.00,43.90,61.32
LA,SABINE PARISH,21.5,27.1,23.09,41.10,55.58
LA,ST. BERNARD PARISH,13.1,14.9,8.94,9.80,16.80
LA,ST. CHARLES PARISH,11.4,15.2,13.25,19.90,33.47
LA,ST. HELENA PARISH,26.8,34.4,32.05,54.60,65.26
LA,ST. JAMES PARISH,20.7,25.5,17.28,24.00,52.34
LA,ST. JOHN THE BAPTIST PARISH,16.7,18.0,14.37,24.00,48.45
LA,ST. LANDRY PARISH,29.3,36.3,27.66,44.50,62.11
